iter	RMSE
2902	0.06673856162
2903	0.06673132961
2904	0.06672905266
2905	0.06672696211
2906	0.06672331871
2907	0.06672256814
2908	0.06672103383
2909	0.0667157099
2910	0.06670618348
2911	0.0667033959
2912	0.06670218442
2913	0.0666891192
2914	0.06668810041
2915	0.06668573505
2916	0.06667746903
2917	0.06667554125
2918	0.06667350032
2919	0.06667209798
2920	0.06666435606
2921	0.06665403703
2922	0.06664864729
2923	0.06664057686
2924	0.06663756943
2925	0.06663055644
2926	0.06662862389
2927	0.06662816848
2928	0.06662660124
2929	0.06662525629
2930	0.06662303311
2931	0.06661466957
